customer_id,total_watch_count,action_watch,drama_watch,comedy_watch,age_group,membership_type,prefer_action
932,39.0,12.0,13.0,4.0,20대,프리미엄,선호
933,42.0,0.0,8.0,8.0,40대이상,프리미엄,비선호
934,45.0,14.0,20.0,6.0,40대이상,베이직,선호
935,35.0,1.0,6.0,0.0,40대이상,프리미엄,비선호
936,36.0,6.0,21.0,0.0,20대,베이직,비선호
937,46.0,14.0,8.0,13.0,10대,프리미엄,선호
938,36.0,1.0,11.0,8.0,20대,베이직,비선호
939,45.0,3.0,30.0,5.0,30대,스탠다드,비선호
940,42.0,21.0,6.0,12.0,40대이상,프리미엄,선호
941,23.0,19.0,13.0,9.0,10대,베이직,선호
942,56.0,-0.0,19.0,4.0,,스탠다드,비선호
943,28.0,6.0,13.0,0.0,30대,프리미엄,선호
944,34.0,7.0,13.0,0.0,30대,베이직,선호
945,47.0,0.0,16.0,4.0,20대,베이직,비선호
946,45.0,14.0,21.0,-0.0,30대,프리미엄,선호
947,31.0,0.0,4.0,1.0,30대,스탠다드,비선호
948,16.0,8.0,2.0,2.0,20대,스탠다드,선호
949,21.0,0.0,10.0,0.0,40대이상,스탠다드,비선호
950,39.0,6.0,21.0,13.0,40대이상,스탠다드,선호
951,34.0,4.0,11.0,3.0,30대,프리미엄,비선호
952,34.0,10.0,19.0,1.0,30대,베이직,선호
953,21.0,6.0,0.0,5.0,20대,베이직,선호
954,38.0,14.0,0.0,8.0,10대,베이직,선호
955,55.0,11.0,5.0,22.0,10대,스탠다드,선호
956,34.0,4.0,0.0,4.0,40대이상,프리미엄,비선호
957,31.0,17.0,4.0,4.0,10대,스탠다드,선호
958,31.0,5.0,12.0,3.0,40대이상,베이직,비선호
959,45.0,4.0,8.0,11.0,10대,스탠다드,선호
960,30.0,4.0,5.0,2.0,40대이상,프리미엄,비선호
961,67.0,5.0,18.0,0.0,30대,스탠다드,선호
962,43.0,1.0,10.0,4.0,10대,베이직,비선호
963,23.0,8.0,8.0,3.0,20대,베이직,선호
964,26.0,14.0,16.0,12.0,10대,프리미엄,선호
965,44.0,14.0,5.0,12.0,20대,스탠다드,선호
966,14.0,10.0,16.0,1.0,,베이직,비선호
967,47.0,9.0,11.0,3.0,20대,스탠다드,선호
968,42.0,10.0,10.0,3.0,30대,베이직,선호
969,42.0,18.0,5.0,9.0,20대,베이직,선호
970,30.0,21.0,19.0,6.0,20대,베이직,선호
971,61.0,9.0,6.0,15.0,40대이상,스탠다드,선호
972,41.0,8.0,3.0,0.0,30대,프리미엄,선호
973,34.0,18.0,0.0,9.0,20대,베이직,선호
974,37.0,23.0,16.0,11.0,40대이상,프리미엄,선호
975,33.0,14.0,0.0,5.0,20대,베이직,선호
976,53.0,6.0,8.0,13.0,40대이상,스탠다드,선호
977,65.0,11.0,6.0,12.0,30대,베이직,비선호
978,45.0,14.0,8.0,3.0,40대이상,베이직,선호
979,44.0,8.0,12.0,4.0,30대,스탠다드,비선호
980,41.0,15.0,26.0,3.0,10대,스탠다드,비선호
981,9.0,10.0,20.0,4.0,30대,스탠다드,선호
982,34.0,12.0,7.0,6.0,30대,베이직,선호
983,40.0,0.0,8.0,2.0,20대,스탠다드,비선호
984,40.0,8.0,4.0,13.0,10대,프리미엄,선호
985,24.0,7.0,18.0,-0.0,20대,프리미엄,선호
986,25.0,6.0,7.0,8.0,40대이상,베이직,비선호
987,29.0,8.0,7.0,-0.0,40대이상,스탠다드,선호
988,45.0,3.0,16.0,6.0,40대이상,스탠다드,선호
989,34.0,7.0,13.0,1.0,30대,스탠다드,비선호
990,22.0,8.0,16.0,0.0,10대,스탠다드,선호
991,56.0,17.0,21.0,15.0,40대이상,베이직,선호
992,43.0,7.0,3.0,-0.0,10대,베이직,선호
993,39.0,13.0,8.0,15.0,30대,베이직,선호
994,22.0,4.0,19.0,4.0,40대이상,스탠다드,선호
995,10.0,11.0,9.0,7.0,40대이상,베이직,비선호
996,49.0,9.0,6.0,10.0,,프리미엄,선호
997,53.0,13.0,22.0,11.0,30대,베이직,선호
998,47.0,15.0,10.0,5.0,30대,베이직,선호
999,49.0,6.0,13.0,7.0,30대,스탠다드,선호
1000,51.0,17.0,20.0,5.0,20대,베이직,선호
1001,42.0,13.0,3.0,1.0,20대,베이직,비선호
1002,27.0,12.0,8.0,7.0,30대,스탠다드,비선호
1003,43.0,12.0,15.0,10.0,30대,베이직,선호
1004,75.0,11.0,15.0,10.0,30대,베이직,선호
1005,26.0,0.0,9.0,10.0,30대,프리미엄,비선호
1006,44.0,6.0,2.0,11.0,20대,스탠다드,비선호
1007,39.0,2.0,2.0,12.0,40대이상,스탠다드,비선호
1008,49.0,3.0,11.0,8.0,30대,스탠다드,비선호
1009,24.0,0.0,0.0,5.0,10대,프리미엄,비선호
1010,50.0,15.0,7.0,17.0,20대,스탠다드,선호
1011,67.0,0.0,2.0,1.0,10대,베이직,선호
1012,49.0,9.0,24.0,9.0,30대,스탠다드,선호
1013,55.0,0.0,10.0,4.0,20대,프리미엄,비선호
1014,38.0,0.0,6.0,11.0,40대이상,프리미엄,비선호
1015,48.0,12.0,0.0,9.0,30대,베이직,선호
1016,29.0,1.0,6.0,3.0,20대,스탠다드,비선호
1017,25.0,3.0,11.0,4.0,40대이상,스탠다드,비선호
1018,29.0,8.0,23.0,10.0,20대,베이직,비선호
1019,43.0,0.0,5.0,6.0,40대이상,베이직,비선호
1020,37.0,6.0,9.0,10.0,20대,베이직,선호
1021,87.0,7.0,11.0,3.0,10대,베이직,비선호
1022,57.0,10.0,17.0,6.0,30대,베이직,비선호
1023,40.0,0.0,13.0,0.0,40대이상,스탠다드,비선호
1024,57.0,0.0,4.0,4.0,40대이상,프리미엄,비선호
1025,50.0,6.0,8.0,12.0,40대이상,스탠다드,선호
1026,29.0,14.0,14.0,9.0,30대,스탠다드,선호
1027,36.0,5.0,4.0,8.0,10대,스탠다드,선호
1028,43.0,13.0,18.0,10.0,30대,베이직,선호
1029,45.0,12.0,12.0,7.0,30대,베이직,선호
1030,53.0,16.0,4.0,14.0,30대,베이직,선호
1031,41.0,5.0,5.0,10.0,30대,베이직,선호
1032,38.0,8.0,15.0,3.0,20대,베이직,비선호
1033,33.0,4.0,15.0,2.0,10대,프리미엄,선호
1034,47.0,14.0,10.0,6.0,40대이상,스탠다드,선호
1035,27.0,3.0,6.0,10.0,20대,스탠다드,선호
1036,38.0,7.0,13.0,8.0,30대,베이직,선호
1037,21.0,8.0,21.0,5.0,40대이상,베이직,비선호
1038,51.0,8.0,8.0,12.0,30대,프리미엄,선호
1039,50.0,3.0,23.0,3.0,20대,프리미엄,비선호
1040,28.0,6.0,11.0,15.0,30대,베이직,선호
1041,41.0,12.0,3.0,15.0,30대,스탠다드,선호
1042,53.0,11.0,11.0,4.0,20대,베이직,비선호
1043,49.0,14.0,27.0,8.0,20대,베이직,선호
1044,50.0,19.0,-0.0,4.0,40대이상,베이직,선호
1045,45.0,3.0,10.0,0.0,20대,베이직,선호
1046,51.0,1.0,7.0,0.0,30대,베이직,비선호
1047,56.0,12.0,13.0,6.0,40대이상,스탠다드,비선호
1048,45.0,5.0,9.0,5.0,40대이상,스탠다드,선호
1049,36.0,1.0,23.0,13.0,30대,프리미엄,선호
1050,52.0,8.0,17.0,2.0,20대,프리미엄,비선호
1051,36.0,0.0,0.0,8.0,30대,베이직,비선호
1052,43.0,12.0,-0.0,3.0,30대,스탠다드,선호
1053,42.0,4.0,5.0,5.0,40대이상,베이직,선호
1054,30.0,2.0,10.0,24.0,10대,스탠다드,비선호
1055,60.0,2.0,22.0,2.0,40대이상,스탠다드,비선호
1056,36.0,12.0,7.0,1.0,40대이상,프리미엄,선호
1057,42.0,12.0,0.0,3.0,20대,베이직,선호
1058,30.0,13.0,2.0,7.0,20대,스탠다드,선호
1059,25.0,8.0,13.0,13.0,40대이상,스탠다드,비선호
1060,84.0,10.0,16.0,3.0,10대,베이직,선호
1061,37.0,6.0,17.0,16.0,40대이상,베이직,선호
1062,44.0,4.0,0.0,7.0,30대,베이직,비선호
1063,36.0,18.0,14.0,3.0,20대,프리미엄,선호
1064,38.0,0.0,8.0,6.0,20대,스탠다드,비선호
1065,0.0,17.0,12.0,4.0,10대,베이직,선호
1066,40.0,6.0,15.0,16.0,20대,스탠다드,비선호
1067,36.0,11.0,8.0,6.0,30대,스탠다드,선호
1068,67.0,17.0,12.0,4.0,10대,베이직,비선호
1069,31.0,4.0,13.0,8.0,10대,베이직,선호
1070,39.0,11.0,19.0,7.0,30대,프리미엄,선호
1071,21.0,9.0,15.0,3.0,40대이상,스탠다드,비선호
1072,24.0,10.0,7.0,3.0,10대,베이직,비선호
1073,55.0,10.0,0.0,2.0,40대이상,베이직,선호
1074,42.0,3.0,6.0,9.0,20대,베이직,선호
1075,68.0,6.0,28.0,2.0,10대,스탠다드,선호
1076,32.0,17.0,18.0,4.0,20대,스탠다드,선호
1077,34.0,17.0,6.0,6.0,30대,프리미엄,선호
1078,53.0,6.0,0.0,17.0,20대,프리미엄,비선호
1079,34.0,8.0,20.0,0.0,20대,베이직,비선호
1080,48.0,12.0,23.0,4.0,20대,베이직,선호
1081,35.0,0.0,15.0,6.0,30대,스탠다드,선호
1082,27.0,13.0,7.0,18.0,40대이상,베이직,선호
1083,52.0,9.0,0.0,1.0,40대이상,베이직,선호
1084,48.0,14.0,2.0,5.0,40대이상,베이직,선호
1085,33.0,6.0,4.0,9.0,30대,스탠다드,비선호
1086,31.0,5.0,4.0,7.0,20대,스탠다드,비선호
1087,67.0,3.0,17.0,0.0,40대이상,베이직,비선호
1088,50.0,2.0,15.0,0.0,30대,스탠다드,선호
1089,25.0,4.0,0.0,13.0,40대이상,베이직,선호
1090,64.0,7.0,14.0,10.0,40대이상,프리미엄,선호
1091,40.0,10.0,19.0,12.0,20대,스탠다드,선호
1092,61.0,12.0,15.0,12.0,,스탠다드,선호
1093,56.0,18.0,5.0,3.0,40대이상,베이직,선호
1094,12.0,9.0,5.0,2.0,20대,베이직,선호
1095,30.0,13.0,0.0,6.0,20대,베이직,선호
1096,41.0,4.0,8.0,9.0,10대,베이직,선호
1097,63.0,7.0,17.0,12.0,30대,스탠다드,선호
1098,32.0,10.0,1.0,7.0,20대,스탠다드,선호
1099,18.0,4.0,8.0,4.0,20대,스탠다드,비선호
1100,50.0,3.0,8.0,5.0,30대,베이직,비선호
1101,60.0,7.0,13.0,11.0,20대,프리미엄,선호
1102,31.0,11.0,5.0,2.0,20대,프리미엄,선호
1103,37.0,15.0,19.0,3.0,30대,스탠다드,선호
1104,26.0,14.0,0.0,3.0,40대이상,스탠다드,선호
1105,27.0,5.0,11.0,5.0,20대,스탠다드,비선호
1106,65.0,12.0,19.0,0.0,40대이상,베이직,선호
1107,19.0,15.0,0.0,0.0,30대,베이직,선호
1108,35.0,13.0,15.0,8.0,40대이상,스탠다드,선호
1109,38.0,7.0,18.0,9.0,40대이상,베이직,선호
1110,37.0,6.0,15.0,7.0,20대,스탠다드,선호
1111,15.0,8.0,8.0,5.0,10대,프리미엄,선호
1112,30.0,6.0,9.0,3.0,20대,스탠다드,선호
1113,32.0,8.0,15.0,7.0,30대,베이직,비선호
1114,4.0,13.0,0.0,8.0,20대,스탠다드,선호
1115,77.0,6.0,11.0,13.0,30대,스탠다드,선호
1116,66.0,16.0,8.0,8.0,20대,베이직,선호
1117,38.0,10.0,10.0,3.0,20대,스탠다드,선호
1118,58.0,8.0,9.0,14.0,10대,스탠다드,선호
1119,51.0,15.0,18.0,7.0,30대,프리미엄,선호
1120,42.0,5.0,3.0,1.0,20대,스탠다드,비선호
1121,26.0,14.0,15.0,8.0,20대,프리미엄,선호
1122,42.0,17.0,9.0,5.0,30대,베이직,선호
1123,58.0,20.0,23.0,2.0,30대,스탠다드,선호
1124,41.0,5.0,9.0,4.0,20대,프리미엄,선호
1125,42.0,18.0,19.0,2.0,10대,베이직,선호
1126,54.0,6.0,8.0,3.0,10대,베이직,비선호
1127,61.0,3.0,15.0,6.0,20대,베이직,선호
1128,36.0,13.0,9.0,11.0,20대,프리미엄,선호
1129,23.0,19.0,13.0,4.0,30대,스탠다드,선호
1130,49.0,1.0,18.0,14.0,40대이상,프리미엄,선호
1131,4.0,6.0,11.0,10.0,20대,베이직,선호
1132,34.0,4.0,5.0,9.0,30대,스탠다드,비선호
1133,57.0,13.0,9.0,0.0,20대,프리미엄,선호
1134,47.0,5.0,0.0,0.0,30대,스탠다드,선호
1135,32.0,2.0,15.0,15.0,10대,스탠다드,비선호
1136,12.0,17.0,9.0,2.0,40대이상,베이직,선호
1137,37.0,5.0,9.0,19.0,40대이상,베이직,비선호
1138,61.0,13.0,11.0,5.0,10대,스탠다드,선호
1139,59.0,21.0,10.0,12.0,20대,프리미엄,선호
1140,42.0,9.0,17.0,0.0,20대,베이직,선호
1141,37.0,5.0,7.0,2.0,40대이상,스탠다드,비선호
1142,27.0,1.0,14.0,11.0,40대이상,프리미엄,비선호
1143,13.0,3.0,3.0,2.0,10대,프리미엄,비선호
1144,67.0,13.0,10.0,0.0,40대이상,프리미엄,선호
1145,47.0,2.0,27.0,10.0,20대,베이직,비선호
1146,34.0,-0.0,1.0,5.0,20대,스탠다드,비선호
1147,41.0,12.0,18.0,2.0,10대,프리미엄,비선호
1148,30.0,3.0,21.0,13.0,10대,프리미엄,비선호
1149,32.0,10.0,0.0,0.0,20대,프리미엄,선호
1150,22.0,3.0,18.0,10.0,40대이상,스탠다드,선호
1151,49.0,15.0,7.0,8.0,20대,베이직,비선호
1152,46.0,10.0,6.0,5.0,30대,프리미엄,선호
1153,38.0,8.0,12.0,7.0,20대,스탠다드,비선호
1154,27.0,20.0,17.0,13.0,30대,베이직,선호
1155,47.0,7.0,20.0,8.0,20대,베이직,비선호
1156,45.0,1.0,4.0,17.0,40대이상,프리미엄,선호
1157,75.0,0.0,6.0,10.0,20대,스탠다드,선호
1158,35.0,8.0,4.0,1.0,20대,스탠다드,비선호
1159,36.0,0.0,13.0,11.0,40대이상,스탠다드,비선호
1160,64.0,3.0,13.0,0.0,20대,스탠다드,비선호
1161,39.0,3.0,5.0,14.0,30대,프리미엄,선호
1162,54.0,5.0,3.0,5.0,30대,프리미엄,선호
1163,61.0,2.0,3.0,8.0,30대,프리미엄,비선호
1164,39.0,11.0,21.0,-0.0,20대,베이직,선호
1165,53.0,0.0,7.0,0.0,40대이상,스탠다드,비선호
1166,17.0,18.0,8.0,17.0,20대,스탠다드,선호
1167,56.0,14.0,5.0,8.0,,스탠다드,선호
1168,59.0,14.0,16.0,9.0,20대,스탠다드,선호
1169,48.0,0.0,11.0,6.0,40대이상,베이직,비선호
1170,40.0,8.0,8.0,5.0,20대,베이직,선호
1171,35.0,14.0,13.0,5.0,30대,스탠다드,선호
1172,55.0,0.0,16.0,0.0,20대,스탠다드,비선호
1173,49.0,3.0,10.0,-0.0,30대,베이직,비선호
1174,17.0,8.0,10.0,10.0,10대,베이직,선호
1175,21.0,10.0,11.0,11.0,20대,프리미엄,선호
1176,28.0,16.0,2.0,8.0,20대,스탠다드,선호
1177,18.0,17.0,12.0,10.0,30대,베이직,선호
1178,41.0,16.0,0.0,2.0,40대이상,스탠다드,선호
1179,34.0,9.0,7.0,12.0,20대,스탠다드,선호
1180,27.0,7.0,9.0,3.0,30대,스탠다드,선호
1181,23.0,6.0,14.0,1.0,20대,스탠다드,비선호
1182,64.0,0.0,2.0,14.0,30대,스탠다드,선호
1183,44.0,14.0,9.0,13.0,40대이상,베이직,선호
1184,39.0,9.0,7.0,9.0,30대,스탠다드,비선호
1185,66.0,9.0,14.0,7.0,20대,스탠다드,선호
1186,65.0,9.0,8.0,8.0,30대,스탠다드,선호
1187,21.0,1.0,9.0,0.0,20대,스탠다드,비선호
1188,41.0,0.0,10.0,6.0,30대,베이직,선호
1189,62.0,10.0,11.0,5.0,20대,베이직,선호
1190,44.0,7.0,19.0,6.0,20대,프리미엄,선호
1191,23.0,4.0,9.0,15.0,30대,프리미엄,비선호
1192,31.0,14.0,14.0,10.0,40대이상,스탠다드,선호
1193,22.0,14.0,1.0,5.0,20대,프리미엄,선호
1194,47.0,11.0,14.0,11.0,20대,베이직,선호
1195,39.0,11.0,10.0,15.0,30대,베이직,선호
1196,30.0,12.0,11.0,5.0,20대,프리미엄,선호
1197,61.0,0.0,11.0,5.0,30대,스탠다드,비선호
1198,29.0,8.0,13.0,5.0,30대,스탠다드,비선호
1199,46.0,0.0,10.0,1.0,40대이상,베이직,비선호
1200,54.0,14.0,10.0,3.0,30대,스탠다드,비선호
1201,11.0,17.0,8.0,0.0,40대이상,스탠다드,선호
1202,70.0,0.0,6.0,10.0,40대이상,스탠다드,선호
1203,39.0,8.0,10.0,12.0,30대,스탠다드,선호
1204,27.0,8.0,9.0,8.0,10대,베이직,선호
1205,17.0,18.0,16.0,0.0,30대,베이직,선호
1206,24.0,2.0,11.0,8.0,20대,프리미엄,비선호
1207,44.0,13.0,11.0,2.0,40대이상,스탠다드,선호
1208,43.0,8.0,0.0,9.0,20대,베이직,선호
1209,53.0,0.0,9.0,7.0,10대,프리미엄,비선호
1210,38.0,2.0,10.0,21.0,20대,스탠다드,선호
1211,34.0,22.0,10.0,5.0,20대,프리미엄,선호
1212,32.0,0.0,6.0,0.0,40대이상,스탠다드,비선호
1213,39.0,1.0,17.0,4.0,10대,베이직,선호
1214,35.0,14.0,12.0,7.0,10대,스탠다드,선호
1215,21.0,11.0,7.0,8.0,30대,프리미엄,선호
1216,45.0,8.0,16.0,10.0,10대,스탠다드,비선호
1217,67.0,2.0,8.0,13.0,10대,베이직,비선호
1218,36.0,8.0,0.0,10.0,30대,베이직,비선호
1219,37.0,19.0,6.0,3.0,10대,베이직,선호
1220,62.0,4.0,8.0,16.0,20대,스탠다드,비선호
1221,36.0,8.0,2.0,11.0,20대,스탠다드,선호
1222,27.0,9.0,15.0,0.0,20대,스탠다드,선호
1223,53.0,14.0,8.0,4.0,40대이상,프리미엄,선호
1224,24.0,12.0,14.0,5.0,30대,프리미엄,선호
1225,22.0,0.0,14.0,0.0,10대,스탠다드,비선호
1226,46.0,0.0,12.0,2.0,30대,스탠다드,비선호
1227,8.0,7.0,17.0,5.0,40대이상,베이직,선호
1228,50.0,12.0,3.0,3.0,30대,스탠다드,비선호
1229,54.0,8.0,11.0,16.0,20대,스탠다드,선호
1230,60.0,9.0,6.0,13.0,,스탠다드,선호
1231,40.0,5.0,8.0,0.0,30대,베이직,비선호
1232,53.0,1.0,8.0,13.0,40대이상,스탠다드,비선호
1233,49.0,17.0,4.0,2.0,20대,베이직,선호
1234,53.0,6.0,21.0,4.0,20대,베이직,선호
1235,56.0,12.0,19.0,2.0,40대이상,프리미엄,선호
1236,30.0,12.0,7.0,12.0,10대,베이직,선호
1237,46.0,3.0,19.0,7.0,10대,스탠다드,비선호
1238,46.0,6.0,10.0,9.0,10대,스탠다드,선호
1239,39.0,12.0,1.0,14.0,30대,스탠다드,선호
1240,35.0,7.0,3.0,8.0,10대,베이직,비선호
1241,43.0,-0.0,3.0,0.0,20대,스탠다드,비선호
1242,35.0,6.0,0.0,4.0,10대,베이직,비선호
1243,23.0,-0.0,18.0,0.0,40대이상,스탠다드,비선호
1244,57.0,18.0,20.0,0.0,20대,베이직,선호
1245,40.0,17.0,1.0,2.0,30대,스탠다드,선호
1246,36.0,10.0,6.0,0.0,10대,스탠다드,비선호
1247,38.0,11.0,4.0,5.0,20대,스탠다드,비선호
1248,42.0,14.0,1.0,5.0,20대,프리미엄,선호
1249,27.0,12.0,7.0,5.0,30대,스탠다드,선호
1250,22.0,11.0,8.0,1.0,30대,베이직,선호
1251,39.0,0.0,19.0,6.0,20대,베이직,비선호
1252,63.0,15.0,18.0,7.0,20대,베이직,선호
1253,30.0,7.0,6.0,0.0,30대,프리미엄,비선호
1254,41.0,1.0,0.0,7.0,20대,스탠다드,비선호
1255,55.0,5.0,15.0,5.0,10대,베이직,선호
1256,20.0,4.0,17.0,13.0,20대,스탠다드,비선호
1257,73.0,12.0,2.0,8.0,20대,스탠다드,선호
1258,52.0,4.0,15.0,0.0,30대,베이직,선호
1259,16.0,6.0,10.0,6.0,30대,베이직,선호
1260,28.0,4.0,3.0,12.0,30대,프리미엄,선호
1261,62.0,12.0,10.0,5.0,20대,베이직,선호
1262,49.0,1.0,7.0,0.0,20대,베이직,선호
1263,58.0,10.0,16.0,7.0,20대,베이직,선호
1264,38.0,12.0,4.0,9.0,30대,스탠다드,선호
1265,26.0,5.0,7.0,10.0,10대,베이직,선호
1266,30.0,2.0,4.0,16.0,20대,프리미엄,비선호
1267,35.0,11.0,18.0,4.0,20대,스탠다드,선호
1268,24.0,4.0,5.0,7.0,30대,베이직,선호
1269,53.0,7.0,25.0,3.0,30대,베이직,선호
1270,54.0,16.0,1.0,0.0,20대,프리미엄,선호
1271,63.0,16.0,15.0,0.0,,스탠다드,선호
1272,40.0,0.0,11.0,0.0,40대이상,베이직,비선호
1273,49.0,-0.0,3.0,6.0,10대,베이직,비선호
1274,54.0,9.0,17.0,0.0,20대,베이직,선호
1275,32.0,12.0,12.0,1.0,20대,프리미엄,선호
1276,17.0,11.0,12.0,5.0,30대,프리미엄,선호
1277,24.0,16.0,25.0,0.0,30대,스탠다드,선호
1278,42.0,14.0,14.0,4.0,20대,프리미엄,선호
1279,27.0,9.0,6.0,0.0,10대,스탠다드,비선호
1280,54.0,7.0,2.0,9.0,20대,스탠다드,선호
1281,40.0,10.0,8.0,8.0,10대,스탠다드,선호
1282,47.0,0.0,9.0,6.0,10대,스탠다드,비선호
1283,54.0,7.0,13.0,9.0,30대,프리미엄,선호
1284,67.0,7.0,1.0,1.0,30대,베이직,비선호
1285,28.0,8.0,11.0,9.0,20대,베이직,선호
1286,36.0,6.0,7.0,16.0,30대,스탠다드,비선호
1287,40.0,22.0,21.0,9.0,30대,베이직,선호
1288,39.0,13.0,0.0,0.0,10대,베이직,선호
1289,26.0,8.0,8.0,3.0,40대이상,프리미엄,선호
1290,43.0,6.0,21.0,7.0,30대,프리미엄,비선호
1291,65.0,8.0,0.0,3.0,30대,스탠다드,선호
1292,40.0,9.0,9.0,1.0,20대,스탠다드,선호
1293,16.0,0.0,10.0,10.0,30대,베이직,비선호
1294,36.0,13.0,18.0,0.0,10대,스탠다드,선호
1295,10.0,7.0,19.0,5.0,30대,스탠다드,비선호
1296,44.0,14.0,14.0,12.0,30대,베이직,선호
1297,47.0,14.0,22.0,1.0,20대,스탠다드,선호
1298,11.0,5.0,7.0,12.0,20대,프리미엄,선호
1299,43.0,10.0,28.0,14.0,20대,베이직,선호
1300,18.0,1.0,3.0,2.0,30대,프리미엄,비선호
1301,33.0,0.0,23.0,-0.0,30대,베이직,비선호
1302,38.0,11.0,8.0,6.0,30대,프리미엄,비선호
1303,52.0,9.0,7.0,14.0,10대,스탠다드,선호
1304,23.0,12.0,12.0,6.0,20대,베이직,선호
1305,56.0,0.0,6.0,16.0,30대,베이직,비선호
1306,44.0,5.0,20.0,5.0,20대,베이직,비선호
1307,41.0,9.0,16.0,0.0,40대이상,프리미엄,선호
1308,85.0,6.0,1.0,13.0,20대,스탠다드,선호
1309,46.0,8.0,14.0,3.0,10대,베이직,선호
1310,54.0,13.0,7.0,11.0,20대,스탠다드,선호
1311,43.0,2.0,27.0,1.0,10대,프리미엄,비선호
1312,31.0,13.0,0.0,10.0,10대,프리미엄,선호
1313,70.0,7.0,2.0,0.0,40대이상,베이직,선호
1314,22.0,0.0,16.0,0.0,30대,베이직,비선호
1315,37.0,8.0,25.0,10.0,20대,베이직,선호
1316,51.0,9.0,6.0,0.0,30대,프리미엄,선호
1317,18.0,17.0,12.0,18.0,30대,스탠다드,선호
1318,20.0,2.0,12.0,7.0,30대,스탠다드,선호
1319,38.0,14.0,14.0,5.0,30대,베이직,선호
1320,23.0,1.0,11.0,8.0,30대,스탠다드,비선호
1321,44.0,5.0,7.0,2.0,20대,스탠다드,비선호
1322,48.0,22.0,6.0,18.0,30대,스탠다드,선호
1323,13.0,18.0,1.0,4.0,20대,베이직,비선호
1324,38.0,0.0,18.0,6.0,20대,스탠다드,비선호
1325,51.0,8.0,12.0,8.0,10대,스탠다드,선호
1326,41.0,14.0,9.0,13.0,10대,스탠다드,선호
1327,23.0,0.0,9.0,12.0,10대,베이직,비선호
1328,38.0,7.0,0.0,0.0,40대이상,스탠다드,비선호
1329,32.0,9.0,3.0,7.0,10대,베이직,선호
1330,0.0,3.0,-0.0,5.0,20대,스탠다드,비선호
1331,18.0,0.0,21.0,9.0,20대,스탠다드,선호
1332,51.0,5.0,1.0,4.0,10대,스탠다드,선호
1333,55.0,8.0,11.0,11.0,20대,베이직,선호
1334,32.0,6.0,19.0,5.0,20대,베이직,선호
1335,8.0,14.0,15.0,3.0,20대,프리미엄,선호
1336,47.0,5.0,11.0,6.0,20대,베이직,선호
1337,36.0,21.0,12.0,9.0,20대,프리미엄,선호
1338,34.0,13.0,2.0,10.0,10대,스탠다드,선호
1339,22.0,16.0,19.0,9.0,20대,스탠다드,선호
1340,54.0,9.0,8.0,8.0,20대,프리미엄,비선호
1341,36.0,16.0,8.0,10.0,40대이상,베이직,선호
1342,31.0,8.0,5.0,5.0,30대,베이직,선호
1343,56.0,6.0,5.0,11.0,20대,스탠다드,선호
1344,69.0,0.0,13.0,0.0,20대,베이직,비선호
1345,62.0,7.0,3.0,7.0,20대,프리미엄,비선호
1346,30.0,11.0,22.0,6.0,10대,스탠다드,비선호
1347,40.0,7.0,16.0,3.0,30대,프리미엄,선호
1348,43.0,6.0,1.0,2.0,30대,베이직,비선호
1349,40.0,5.0,27.0,5.0,30대,베이직,비선호
1350,26.0,2.0,0.0,3.0,20대,스탠다드,비선호
1351,30.0,5.0,0.0,10.0,30대,베이직,비선호
1352,35.0,3.0,11.0,17.0,20대,베이직,비선호
1353,54.0,22.0,7.0,8.0,30대,베이직,선호
1354,11.0,1.0,11.0,7.0,10대,프리미엄,비선호
1355,52.0,16.0,10.0,2.0,40대이상,스탠다드,선호
1356,35.0,17.0,15.0,1.0,10대,스탠다드,선호
1357,35.0,4.0,10.0,5.0,20대,베이직,비선호
1358,43.0,6.0,10.0,8.0,20대,스탠다드,선호
1359,39.0,3.0,9.0,2.0,10대,베이직,비선호
1360,28.0,0.0,20.0,7.0,30대,베이직,비선호
1361,24.0,17.0,6.0,1.0,10대,프리미엄,선호
1362,42.0,9.0,4.0,0.0,30대,베이직,비선호
1363,30.0,21.0,4.0,10.0,30대,스탠다드,선호
1364,32.0,6.0,16.0,0.0,20대,베이직,비선호
1365,52.0,0.0,8.0,2.0,30대,스탠다드,비선호
1366,25.0,6.0,0.0,9.0,10대,베이직,선호
1367,36.0,4.0,6.0,13.0,20대,베이직,선호
1368,35.0,11.0,5.0,3.0,20대,베이직,선호
1369,49.0,0.0,18.0,2.0,10대,베이직,비선호
1370,24.0,6.0,4.0,12.0,,베이직,비선호
1371,31.0,15.0,5.0,9.0,20대,베이직,선호
1372,28.0,10.0,5.0,11.0,20대,프리미엄,비선호
1373,40.0,6.0,6.0,11.0,20대,스탠다드,선호
1374,40.0,12.0,9.0,2.0,30대,베이직,선호
1375,24.0,7.0,11.0,-0.0,40대이상,베이직,비선호
1376,57.0,10.0,18.0,6.0,40대이상,베이직,선호
1377,36.0,13.0,22.0,7.0,20대,프리미엄,선호
1378,50.0,6.0,0.0,11.0,30대,베이직,비선호
1379,62.0,9.0,12.0,11.0,20대,베이직,선호
1380,29.0,5.0,1.0,7.0,20대,스탠다드,비선호
1381,18.0,4.0,0.0,9.0,30대,스탠다드,비선호
1382,45.0,16.0,5.0,3.0,20대,베이직,선호
1383,41.0,14.0,14.0,7.0,30대,스탠다드,비선호
1384,59.0,6.0,8.0,4.0,30대,스탠다드,선호
